CourseID,Month,CurrentEnrollments,CurrentRevenue,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,YearsOfExperience,TeacherRating,ExpertiseCategoryMatch,PastEnrollmentCount,PastAverageRevenue,RevenuePerEnrollment,TargetEnrollmentCount,TargetCourseRevenue,ForecastMonth,MonthNumber,PriceBand,DurationBucket,RatingTier,ExperienceBucket
CR00001,2025-11,13,6139.639999999999,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,16.682926829268293,4.191646341463414,0.13414634146341464,13,6526.050909090909,472.28,12.0,5667.36,2025-12,12,High,Short,Excellent,Senior
CR00002,2025-01,11,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,11,0.0,0.0,10.0,0.0,2025-02,2,Free,Medium,Developing,Senior
CR00002,2025-02,10,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,10,0.0,0.0,15.0,0.0,2025-03,3,Free,Medium,Developing,Senior
CR00002,2025-03,15,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,15,0.0,0.0,20.0,0.0,2025-04,4,Free,Medium,Developing,Senior
CR00002,2025-04,20,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,20,0.0,0.0,17.0,0.0,2025-05,5,Free,Medium,Developing,Senior
CR00002,2025-05,17,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,17,0.0,0.0,12.0,0.0,2025-06,6,Free,Medium,Developing,Senior
CR00002,2025-06,12,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,12,0.0,0.0,9.0,0.0,2025-07,7,Free,Medium,Developing,Senior
CR00002,2025-07,9,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,9,0.0,0.0,17.0,0.0,2025-08,8,Free,Medium,Developing,Senior
CR00002,2025-08,17,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,17,0.0,0.0,5.0,0.0,2025-09,9,Free,Medium,Developing,Senior
CR00002,2025-09,5,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,5,0.0,0.0,9.0,0.0,2025-10,10,Free,Medium,Developing,Senior
CR00002,2025-10,9,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,9,0.0,0.0,11.0,0.0,2025-11,11,Free,Medium,Developing,Senior
CR00002,2025-11,11,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,17.013422818791945,4.2114093959731544,0.1610738255033557,11,0.0,0.0,13.0,0.0,2025-12,12,Free,Medium,Developing,Senior
CR00003,2025-01,12,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,12,0.0,0.0,10.0,0.0,2025-02,2,Free,Short,Good,Senior
CR00003,2025-02,10,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,10,0.0,0.0,10.0,0.0,2025-03,3,Free,Short,Good,Senior
CR00003,2025-03,10,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,10,0.0,0.0,14.0,0.0,2025-04,4,Free,Short,Good,Senior
CR00003,2025-04,14,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,14,0.0,0.0,13.0,0.0,2025-05,5,Free,Short,Good,Senior
CR00003,2025-05,13,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,13,0.0,0.0,16.0,0.0,2025-06,6,Free,Short,Good,Senior
CR00003,2025-06,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,16,0.0,0.0,17.0,0.0,2025-07,7,Free,Short,Good,Senior
CR00003,2025-07,17,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,17,0.0,0.0,16.0,0.0,2025-08,8,Free,Short,Good,Senior
CR00003,2025-08,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,16,0.0,0.0,14.0,0.0,2025-09,9,Free,Short,Good,Senior
CR00003,2025-09,14,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,14,0.0,0.0,15.0,0.0,2025-10,10,Free,Short,Good,Senior
CR00003,2025-10,15,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,15,0.0,0.0,23.0,0.0,2025-11,11,Free,Short,Good,Senior
CR00003,2025-11,23,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,16.589595375722542,4.079017341040462,0.13872832369942195,23,0.0,0.0,13.0,0.0,2025-12,12,Free,Short,Good,Senior
CR00004,2025-01,20,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,20,0.0,0.0,12.0,0.0,2025-02,2,Free,Long,Developing,Senior
CR00004,2025-02,12,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,12,0.0,0.0,10.0,0.0,2025-03,3,Free,Long,Developing,Senior
CR00004,2025-03,10,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,10,0.0,0.0,7.0,0.0,2025-04,4,Free,Long,Developing,Senior
CR00004,2025-04,7,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,7,0.0,0.0,11.0,0.0,2025-05,5,Free,Long,Developing,Senior
CR00004,2025-05,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,11,0.0,0.0,11.0,0.0,2025-06,6,Free,Long,Developing,Senior
CR00004,2025-06,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,11,0.0,0.0,21.0,0.0,2025-07,7,Free,Long,Developing,Senior
CR00004,2025-07,21,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,21,0.0,0.0,9.0,0.0,2025-08,8,Free,Long,Developing,Senior
CR00004,2025-08,9,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,9,0.0,0.0,15.0,0.0,2025-09,9,Free,Long,Developing,Senior
CR00004,2025-09,15,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,15,0.0,0.0,13.0,0.0,2025-10,10,Free,Long,Developing,Senior
CR00004,2025-10,13,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,13,0.0,0.0,15.0,0.0,2025-11,11,Free,Long,Developing,Senior
CR00004,2025-11,15,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,15.896103896103897,4.097987012987013,0.16233766233766234,15,0.0,0.0,10.0,0.0,2025-12,12,Free,Long,Developing,Senior
CR00005,2025-01,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,11,0.0,0.0,15.0,0.0,2025-02,2,Free,Medium,Developing,Senior
CR00005,2025-02,15,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,15,0.0,0.0,20.0,0.0,2025-03,3,Free,Medium,Developing,Senior
CR00005,2025-03,20,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,20,0.0,0.0,10.0,0.0,2025-04,4,Free,Medium,Developing,Senior
CR00005,2025-04,10,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,10,0.0,0.0,18.0,0.0,2025-05,5,Free,Medium,Developing,Senior
CR00005,2025-05,18,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,18,0.0,0.0,16.0,0.0,2025-06,6,Free,Medium,Developing,Senior
CR00005,2025-06,16,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,16,0.0,0.0,14.0,0.0,2025-07,7,Free,Medium,Developing,Senior
CR00005,2025-07,14,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,14,0.0,0.0,11.0,0.0,2025-08,8,Free,Medium,Developing,Senior
CR00005,2025-08,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,11,0.0,0.0,14.0,0.0,2025-09,9,Free,Medium,Developing,Senior
CR00005,2025-09,14,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,14,0.0,0.0,13.0,0.0,2025-10,10,Free,Medium,Developing,Senior
CR00005,2025-10,13,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,13,0.0,0.0,11.0,0.0,2025-11,11,Free,Medium,Developing,Senior
CR00005,2025-11,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,15.795180722891565,4.05855421686747,0.15060240963855423,11,0.0,0.0,13.0,0.0,2025-12,12,Free,Medium,Developing,Senior
CR00006,2025-01,11,3040.07,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,11,3040.07,276.37,14.0,3869.1800000000003,2025-02,2,High,Long,Developing,Senior
CR00006,2025-02,14,3869.1800000000003,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,14,3454.625,276.37,16.0,4421.92,2025-03,3,High,Long,Developing,Senior
CR00006,2025-03,16,4421.92,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,16,3777.056666666667,276.37,13.0,3592.81,2025-04,4,High,Long,Developing,Senior
CR00006,2025-04,13,3592.81,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,13,3730.995,276.37,17.0,4698.29,2025-05,5,High,Long,Developing,Senior
CR00006,2025-05,17,4698.29,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,17,3924.454,276.37,13.0,3592.81,2025-06,6,High,Long,Developing,Senior
CR00006,2025-06,13,3592.81,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,13,3869.1800000000003,276.37,8.0,2210.96,2025-07,7,High,Long,Developing,Senior
CR00006,2025-07,8,2210.96,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,8,3632.2914285714287,276.37,15.0,4145.55,2025-08,8,High,Long,Developing,Senior
CR00006,2025-08,15,4145.55,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,15,3696.44875,276.37,10.0,2763.7,2025-09,9,High,Long,Developing,Senior
CR00006,2025-09,10,2763.7,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,10,3592.81,276.37,13.0,3592.81,2025-10,10,High,Long,Developing,Senior
CR00006,2025-10,13,3592.81,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,13,3592.81,276.37,14.0,3869.1800000000003,2025-11,11,High,Long,Developing,Senior
CR00006,2025-11,14,3869.1800000000003,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,16.75,4.133461538461538,0.30128205128205127,14,3617.9345454545455,276.37,12.0,3316.44,2025-12,12,High,Long,Developing,Senior
CR00007,2025-01,10,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,10,0.0,0.0,6.0,0.0,2025-02,2,Free,Long,Developing,Senior
CR00007,2025-02,6,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,6,0.0,0.0,11.0,0.0,2025-03,3,Free,Long,Developing,Senior
CR00007,2025-03,11,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,11,0.0,0.0,20.0,0.0,2025-04,4,Free,Long,Developing,Senior
CR00007,2025-04,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,20,0.0,0.0,11.0,0.0,2025-05,5,Free,Long,Developing,Senior
CR00007,2025-05,11,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,11,0.0,0.0,20.0,0.0,2025-06,6,Free,Long,Developing,Senior
CR00007,2025-06,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,20,0.0,0.0,18.0,0.0,2025-07,7,Free,Long,Developing,Senior
CR00007,2025-07,18,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,18,0.0,0.0,13.0,0.0,2025-08,8,Free,Long,Developing,Senior
CR00007,2025-08,13,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,13,0.0,0.0,20.0,0.0,2025-09,9,Free,Long,Developing,Senior
CR00007,2025-09,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,20,0.0,0.0,18.0,0.0,2025-10,10,Free,Long,Developing,Senior
CR00007,2025-10,18,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,18,0.0,0.0,12.0,0.0,2025-11,11,Free,Long,Developing,Senior
CR00007,2025-11,12,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16.02247191011236,3.932584269662921,0.34269662921348315,12,0.0,0.0,19.0,0.0,2025-12,12,Free,Long,Developing,Senior
CR00008,2025-01,6,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,6,0.0,0.0,14.0,0.0,2025-02,2,Free,Short,Developing,Senior
CR00008,2025-02,14,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,14,0.0,0.0,12.0,0.0,2025-03,3,Free,Short,Developing,Senior
CR00008,2025-03,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,12,0.0,0.0,13.0,0.0,2025-04,4,Free,Short,Developing,Senior
CR00008,2025-04,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,13,0.0,0.0,15.0,0.0,2025-05,5,Free,Short,Developing,Senior
CR00008,2025-05,15,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,15,0.0,0.0,13.0,0.0,2025-06,6,Free,Short,Developing,Senior
CR00008,2025-06,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,13,0.0,0.0,17.0,0.0,2025-07,7,Free,Short,Developing,Senior
CR00008,2025-07,17,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,17,0.0,0.0,12.0,0.0,2025-08,8,Free,Short,Developing,Senior
CR00008,2025-08,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,12,0.0,0.0,12.0,0.0,2025-09,9,Free,Short,Developing,Senior
CR00008,2025-09,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,12,0.0,0.0,13.0,0.0,2025-10,10,Free,Short,Developing,Senior
CR00008,2025-10,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,13,0.0,0.0,17.0,0.0,2025-11,11,Free,Short,Developing,Senior
CR00008,2025-11,17,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,16.329113924050635,3.999113924050633,0.3291139240506329,17,0.0,0.0,14.0,0.0,2025-12,12,Free,Short,Developing,Senior
CR00009,2025-01,10,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,10,0.0,0.0,18.0,0.0,2025-02,2,Free,Long,Excellent,Senior
CR00009,2025-02,18,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,18,0.0,0.0,12.0,0.0,2025-03,3,Free,Long,Excellent,Senior
CR00009,2025-03,12,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,12,0.0,0.0,10.0,0.0,2025-04,4,Free,Long,Excellent,Senior
CR00009,2025-04,10,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,10,0.0,0.0,11.0,0.0,2025-05,5,Free,Long,Excellent,Senior
CR00009,2025-05,11,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,11,0.0,0.0,17.0,0.0,2025-06,6,Free,Long,Excellent,Senior
CR00009,2025-06,17,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,17,0.0,0.0,17.0,0.0,2025-07,7,Free,Long,Excellent,Senior
CR00009,2025-07,17,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,17,0.0,0.0,15.0,0.0,2025-08,8,Free,Long,Excellent,Senior
CR00009,2025-08,15,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,15,0.0,0.0,11.0,0.0,2025-09,9,Free,Long,Excellent,Senior
CR00009,2025-09,11,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,11,0.0,0.0,12.0,0.0,2025-10,10,Free,Long,Excellent,Senior
CR00009,2025-10,12,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,12,0.0,0.0,6.0,0.0,2025-11,11,Free,Long,Excellent,Senior
CR00009,2025-11,6,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,15.387096774193548,3.9562580645161294,0.3548387096774194,6,0.0,0.0,16.0,0.0,2025-12,12,Free,Long,Excellent,Senior
CR00010,2025-01,12,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,12,0.0,0.0,9.0,0.0,2025-02,2,Free,Short,Excellent,Senior
CR00010,2025-02,9,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,9,0.0,0.0,13.0,0.0,2025-03,3,Free,Short,Excellent,Senior
CR00010,2025-03,13,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,13,0.0,0.0,20.0,0.0,2025-04,4,Free,Short,Excellent,Senior
CR00010,2025-04,20,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,20,0.0,0.0,14.0,0.0,2025-05,5,Free,Short,Excellent,Senior
CR00010,2025-05,14,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,14,0.0,0.0,19.0,0.0,2025-06,6,Free,Short,Excellent,Senior
CR00010,2025-06,19,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,19,0.0,0.0,17.0,0.0,2025-07,7,Free,Short,Excellent,Senior
CR00010,2025-07,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,17,0.0,0.0,9.0,0.0,2025-08,8,Free,Short,Excellent,Senior
CR00010,2025-08,9,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,9,0.0,0.0,17.0,0.0,2025-09,9,Free,Short,Excellent,Senior
CR00010,2025-09,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,17,0.0,0.0,10.0,0.0,2025-10,10,Free,Short,Excellent,Senior
CR00010,2025-10,10,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,10,0.0,0.0,23.0,0.0,2025-11,11,Free,Short,Excellent,Senior
CR00010,2025-11,23,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,16.05,3.997055555555556,0.32222222222222224,23,0.0,0.0,17.0,0.0,2025-12,12,Free,Short,Excellent,Senior
CR00011,2025-01,14,4564.28,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,14,4564.28,326.02,14.0,4564.28,2025-02,2,High,Short,Developing,Senior
CR00011,2025-02,14,4564.28,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,14,4564.28,326.02,9.0,2934.18,2025-03,3,High,Short,Developing,Senior
CR00011,2025-03,9,2934.18,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,9,4020.9133333333334,326.02,16.0,5216.32,2025-04,4,High,Short,Developing,Senior
CR00011,2025-04,16,5216.32,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,16,4319.764999999999,326.02,11.0,3586.22,2025-05,5,High,Short,Developing,Senior
CR00011,2025-05,11,3586.22,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,11,4173.056,326.02,11.0,3586.22,2025-06,6,High,Short,Developing,Senior
CR00011,2025-06,11,3586.22,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,11,4075.25,326.02,18.0,5868.36,2025-07,7,High,Short,Developing,Senior
CR00011,2025-07,18,5868.36,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,18,4331.408571428571,326.02,6.0,1956.12,2025-08,8,High,Short,Developing,Senior
CR00011,2025-08,6,1956.12,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,6,4034.4975,326.02,12.0,3912.24,2025-09,9,High,Short,Developing,Senior
CR00011,2025-09,12,3912.24,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16.52980132450331,3.9479470198675495,0.25165562913907286,12,4020.9133333333334,326.02,16.0,5216.32,2025-10,10,High,Short,Developing,Senior
